note_id,entity_id,category,text,text_clean,timestamp,cluster,lda_topic
N401182,E104850,incident,CCTV near library needs check.,cctv near library needs check,2025-09-15 17:07:00,4,2
N401183,E102446,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-21 10:57:00,2,5
N401184,E105942,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-04 05:55:00,4,2
N401185,E102717,helpdesk,Requesting lab access.,requesting lab access,2025-09-23 14:05:00,0,3
N401186,E102538,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-16 07:33:00,1,4
N401187,E104068,feedback,Requesting lab access.,requesting lab access,2025-08-31 20:15:00,0,3
N401188,E106192,maintenance,Requesting lab access.,requesting lab access,2025-08-29 18:54:00,0,3
N401189,E100969,maintenance,Requesting lab access.,requesting lab access,2025-08-31 16:28:00,0,3
N401190,E105417,feedback,Requesting lab access.,requesting lab access,2025-08-29 14:42:00,0,3
N401191,E103572,maintenance,Requesting lab access.,requesting lab access,2025-09-04 12:35:00,0,3
N401192,E101627,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-23 17:23:00,3,1
N401193,E102818,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-02 17:45:00,2,5
N401194,E101652,feedback,Requesting lab access.,requesting lab access,2025-09-25 22:00:00,0,3
N401195,E102888,rsvp,Requesting lab access.,requesting lab access,2025-09-13 21:55:00,0,3
N401196,E100892,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-08 05:34:00,2,5
N401197,E105222,rsvp,CCTV near library needs check.,cctv near library needs check,2025-08-28 07:22:00,4,2
N401198,E103983,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-27 04:32:00,2,5
N401199,E102878,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-29 04:57:00,2,5
N401200,E106366,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-16 11:01:00,4,2
N401201,E105916,rsvp,Requesting lab access.,requesting lab access,2025-09-09 19:57:00,0,3
N401202,E106498,incident,Requesting lab access.,requesting lab access,2025-09-02 19:20:00,0,3
N401203,E102607,incident,Requesting lab access.,requesting lab access,2025-09-07 23:20:00,0,3
N401204,E100074,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-01 19:53:00,1,4
N401205,E101739,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-19 04:37:00,4,2
N401206,E102088,incident,Requesting lab access.,requesting lab access,2025-09-04 05:02:00,0,3
N401207,E102156,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-27 04:58:00,2,5
N401208,E105486,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-04 20:40:00,3,1
N401209,E105552,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-06 21:37:00,3,1
N401210,E105736,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 21:59:00,3,1
N401211,E105908,feedback,Broken chair in seminar room.,broken chair seminar room,2025-09-03 17:09:00,1,4
N401212,E101028,helpdesk,Requesting lab access.,requesting lab access,2025-09-04 06:24:00,0,3
N401213,E105775,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 00:44:00,3,1
N401214,E106625,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-25 15:59:00,2,5
N401215,E102239,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-01 13:44:00,4,2
N401216,E104771,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-10 17:08:00,4,2
N401217,E105227,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-01 15:01:00,4,2
N401218,E101008,rsvp,Requesting lab access.,requesting lab access,2025-08-31 00:19:00,0,3
N401219,E104640,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-03 10:19:00,4,2
N401220,E106131,rsvp,Requesting lab access.,requesting lab access,2025-08-30 03:12:00,0,3
N401221,E103478,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-15 19:17:00,2,5
N401222,E104931,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-10 21:51:00,4,2
N401223,E104565,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-19 22:28:00,3,1
N401224,E106307,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-19 10:26:00,3,1
N401225,E100848,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-05 10:15:00,2,5
N401226,E100710,rsvp,CCTV near library needs check.,cctv near library needs check,2025-08-30 18:57:00,4,2
N401227,E102923,incident,Broken chair in seminar room.,broken chair seminar room,2025-08-28 22:07:00,1,4
N401228,E100867,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-21 18:42:00,4,2
N401229,E104819,helpdesk,Requesting lab access.,requesting lab access,2025-09-09 21:29:00,0,3
N401230,E103684,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-09 07:09:00,4,2
N401231,E103015,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-16 11:25:00,1,4
N401232,E105051,feedback,Requesting lab access.,requesting lab access,2025-09-15 20:39:00,0,3
N401233,E100226,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-12 12:12:00,2,5
N401234,E101335,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-28 08:17:00,2,5
N401235,E103743,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-18 16:20:00,4,2
N401236,E102829,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-06 10:05:00,1,4
N401237,E104870,maintenance,Broken chair in seminar room.,broken chair seminar room,2025-09-22 11:59:00,1,4
N401238,E103977,maintenance,Requesting lab access.,requesting lab access,2025-09-12 03:03:00,0,3
N401239,E101634,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-11 07:22:00,3,1
N401240,E106377,incident,Requesting lab access.,requesting lab access,2025-08-27 08:02:00,0,3
N401241,E105263,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-27 00:35:00,2,5
N401242,E100546,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-22 01:50:00,1,4
N401243,E103220,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-09 19:38:00,2,5
N401244,E104870,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-18 13:19:00,3,1
N401245,E103075,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-06 02:00:00,3,1
N401246,E106965,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-08 03:54:00,3,1
N401247,E100995,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-04 22:06:00,4,2
N401248,E100136,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-10 07:06:00,2,5
N401249,E104603,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-29 15:54:00,3,1
N401250,E100498,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-10 23:50:00,1,4
N401251,E103314,incident,CCTV near library needs check.,cctv near library needs check,2025-09-01 07:23:00,4,2
N401252,E100248,rsvp,Requesting lab access.,requesting lab access,2025-09-06 04:54:00,0,3
N401253,E101693,feedback,Requesting lab access.,requesting lab access,2025-09-11 18:54:00,0,3
N401254,E100307,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-13 00:09:00,3,1
N401255,E104104,maintenance,Requesting lab access.,requesting lab access,2025-09-22 21:14:00,0,3
N401256,E104115,maintenance,Requesting lab access.,requesting lab access,2025-09-17 20:26:00,0,3
N401257,E101240,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-27 21:24:00,2,5
N401258,E105226,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-09 06:00:00,2,5
N401259,E104770,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-08-28 02:49:00,4,2
N401260,E104740,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-19 17:23:00,3,1
N401261,E104393,helpdesk,CCTV near library needs check.,cctv near library needs check,2025-09-15 04:23:00,4,2
N401262,E106404,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-09 07:48:00,2,5
N401263,E105756,incident,Requesting lab access.,requesting lab access,2025-09-06 02:55:00,0,3
N401264,E101827,maintenance,Requesting lab access.,requesting lab access,2025-09-23 20:54:00,0,3
N401265,E103380,incident,Requesting lab access.,requesting lab access,2025-09-04 23:14:00,0,3
N401266,E104419,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-09 11:24:00,3,1
N401267,E100460,feedback,Requesting lab access.,requesting lab access,2025-09-22 18:14:00,0,3
N401268,E102731,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-22 06:03:00,4,2
N401269,E102483,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-25 17:12:00,4,2
N401270,E101790,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-14 23:15:00,3,1
N401271,E102578,feedback,Broken chair in seminar room.,broken chair seminar room,2025-08-27 01:15:00,1,4
N401272,E106675,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-10 17:22:00,4,2
N401273,E101036,feedback,Requesting lab access.,requesting lab access,2025-09-17 10:39:00,0,3
N401274,E105766,maintenance,CCTV near library needs check.,cctv near library needs check,2025-08-28 12:05:00,4,2
N401275,E105955,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-13 10:12:00,2,5
N401276,E106546,feedback,Requesting lab access.,requesting lab access,2025-08-29 16:24:00,0,3
N401277,E106092,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-21 12:00:00,1,4
N401278,E101950,incident,Broken chair in seminar room.,broken chair seminar room,2025-08-28 15:36:00,1,4
N401279,E104283,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-17 21:12:00,2,5
N401280,E103829,maintenance,Requesting lab access.,requesting lab access,2025-09-06 17:12:00,0,3
N401281,E106026,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-09 23:17:00,3,1
N401282,E104365,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-25 17:07:00,2,5
N401283,E101363,maintenance,Requesting lab access.,requesting lab access,2025-09-22 08:35:00,0,3
N401284,E104073,incident,Requesting lab access.,requesting lab access,2025-09-08 10:19:00,0,3
N401285,E101522,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-08 19:01:00,1,4
N401286,E103554,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-06 00:54:00,1,4
N401287,E100322,maintenance,Requesting lab access.,requesting lab access,2025-09-16 02:23:00,0,3
N401288,E105938,feedback,Requesting lab access.,requesting lab access,2025-09-02 10:28:00,0,3
N401289,E106035,feedback,CCTV near library needs check.,cctv near library needs check,2025-09-07 18:43:00,4,2
N401290,E100804,maintenance,Requesting lab access.,requesting lab access,2025-09-22 13:59:00,0,3
N401291,E101764,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-11 00:44:00,3,1
N401292,E101860,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-02 08:45:00,3,1
N401293,E103275,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-10 15:06:00,2,5
N401294,E106613,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-02 02:17:00,1,4
N401295,E103893,feedback,Requesting lab access.,requesting lab access,2025-08-31 14:28:00,0,3
N401296,E104971,maintenance,CCTV near library needs check.,cctv near library needs check,2025-09-08 22:46:00,4,2
N401297,E105838,rsvp,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-14 15:13:00,2,5
N401298,E102584,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-23 14:46:00,1,4
N401299,E104370,incident,CCTV near library needs check.,cctv near library needs check,2025-09-08 07:39:00,4,2
N401300,E105877,feedback,Requesting lab access.,requesting lab access,2025-08-31 08:52:00,0,3
N401301,E106039,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-08-28 21:35:00,2,5
N401302,E102500,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-06 16:05:00,1,4
N401303,E102434,incident,Broken chair in seminar room.,broken chair seminar room,2025-09-06 13:59:00,1,4
N401304,E100694,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-18 13:39:00,3,1
N401305,E104289,rsvp,Requesting lab access.,requesting lab access,2025-09-20 13:04:00,0,3
N401306,E102313,rsvp,Requesting lab access.,requesting lab access,2025-08-30 18:17:00,0,3
N401307,E104549,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-08-29 07:48:00,3,1
N401308,E102068,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-05 17:00:00,2,5
N401309,E106891,helpdesk,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-03 18:02:00,2,5
N401310,E106261,helpdesk,Broken chair in seminar room.,broken chair seminar room,2025-09-09 21:22:00,1,4
N401311,E101781,incident,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-13 09:29:00,3,1
N401312,E105388,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-08 13:27:00,2,5
N401313,E104335,rsvp,CCTV near library needs check.,cctv near library needs check,2025-08-28 01:41:00,4,2
N401314,E102157,maintenance,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-19 19:38:00,2,5
N401315,E100055,feedback,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-05 16:23:00,2,5
N401316,E104989,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-04 01:16:00,3,1
N401317,E104397,helpdesk,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-25 17:27:00,3,1
N401318,E100416,incident,Confirmed attendance for robotics workshop.,confirmed attendance robotics workshop,2025-09-15 22:27:00,2,5
N401319,E101758,rsvp,CCTV near library needs check.,cctv near library needs check,2025-09-16 14:08:00,4,2
N401320,E102802,rsvp,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-11 01:56:00,3,1
N401321,E105933,maintenance,Requesting lab access.,requesting lab access,2025-09-11 17:23:00,0,3
N401322,E102723,feedback,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-15 04:35:00,3,1
N401323,E102896,incident,CCTV near library needs check.,cctv near library needs check,2025-09-21 07:28:00,4,2
N401324,E104639,rsvp,Broken chair in seminar room.,broken chair seminar room,2025-09-08 09:41:00,1,4
N401325,E101308,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-16 19:55:00,3,1
N401326,E105558,maintenance,Wi-Fi not working in hostel block.,wi fi working hostel block,2025-09-15 22:33:00,3,1
